provider.name,dataProvider.name,collection.id,collection.title,count
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Dr. Johannes Leunis Synopsis der drei naturreiche ... 1. th. Zoologie.,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,"Bulletin / Yale Forest School, Yale University ; 2",1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Bulletin of the University of South Carolina. no. 72,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Reports of the survey (Geological and Natural History Survey of Minnesota) Botanical series ; IX,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,World's famous books,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Cambridge biological series,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Columbia university lectures,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Cours complet d'histoire naturelle,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Agricultural and biological publications,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Carnegie Institution of Washington publication 264.,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,"Agricultural and biological publications. Charles V. Piper, consulting editor.",1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,The Contemporary science series.,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,"Gifford lectures, 1915-1916",1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,The Temple primers,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Stories of the universe,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Carnegie Institution of Washington publication 98.,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,,1
Biodiversity_Heritage_Library,NCSU Libraries (archive.org),,Carnegie Institution of Washington publication 95.,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Public document (Massachusetts) ; 98.,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Technical series (Massachusetts. Division of Marine Fisheries),4
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Public document (Massachusetts) ; 51.,2
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,"University of Illinois. Agricultural experiment station. Circular no. 163, 164, 169, 175.",1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Miscellaneous publications (Massachusetts Society for Promoting Agriculture) ; v. 1.2,2
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Farming for pleasure and profit ; 2nd section.,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Open-file report (Geological Survey (U.S.)) 87-731.,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Miscellaneous publications (Massachusetts Society for Promoting Agriculture) ; v. 2.4,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,"Bulletin (United States. Bureau of Plant Industry) ; no.141, part 5.",1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Native flora  no. 6.,1
Biodiversity_Heritage_Library,UMass Amherst Libraries (archive.org),,Fauna of Massachusetts series ; no. 4.,1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,California Light and Sound from California Academy of Sciences,7
Biodiversity_Heritage_Library,California Academy of Sciences,,"Species général des coléoptères, t. 6",1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,Entomographien ; 1. Bd.,1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,Eastwood (Alice) Papers,1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,Museum of Comparative Zoology--Biodiversity Heritage Library digitization project.,5
Biodiversity_Heritage_Library,California Academy of Sciences,,,1
Biodiversity_Heritage_Library,California Academy of Sciences,,"Histoire naturelle des animaux articulés, Annélides, Crustacés, Arachnides, Myriapodes et Insectes ; t. 3",1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Montana Fish and Game Commission Bulletin ; no. 3.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,"Job progress report (Montana. Fisheries Division) ; FW-3-R-6, 1-a Fisheries.",1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,[WO ; 72-22],2
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 91-01,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Bulletin.,10
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Report (Montana University System. Water Resources Center) ; no. 195.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Report (United States. Forest Service. Northern Region. Insect and Disease Management),4
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Animals of Montana series.,5
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report (Pollution control information series) ; no. 3,2
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Renewable energy report library.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Job progress report (Montana. Fisheries Division) ; FW-2-R016 1-B.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical bulletin (Montana Fish and Game Commission) ; no. 1.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 86-3,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,"Job progress report (Montana. Fisheries Division) ; FW-3-R-10, 1-a Fisheries.",1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 87-1,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,MUJWRRC report ; no. 66,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Circle West technical report ; no. 2,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Job progress report research project,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Circle West technical report,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,WQB report ; no. 81-3,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 91-02,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 86-2,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Report (Montana University System. Water Resources Center) ; no. 207.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report (Pollution control information series) ; no. 6,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,"Vector control bulletin (Montana. Department of Health and Environmental Sciences) ; no. 1, 4",2
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 82-4,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,ISAB (Series) ; 97-3.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Couldn't access the resource or find the error string.,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Information bulletin ; no. 6,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Special publication (Montana Natural Heritage Program) ; no. 3,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,,1
Biodiversity_Heritage_Library,Montana State Library (archive.org),,Technical report 90-03,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/417.,2
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"Agdex, 112/20-3",1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/447.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/839.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Agdex ; 140/638-2.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/106.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Pub. No. ; T/517,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta Alberta Environment) ; no. T/697.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/799.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Agdex ; 606-1.,7
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Macmillan's Canadian school series.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"Alberta species at risk report, no. 72 [etc.]",1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/387.,2
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/494.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Alberta curriculum guides.,4
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/437.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Park operations series.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural history occasional paper ; no. 14.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Agdex ; 460/722-1.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/038.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/182.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T864.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/557.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. I/800.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; I/756.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; I/724.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; T/115.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Western Canada series.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"""Pub. no. ; T/532""--T.p. verso.",1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ADRP-B (Series) v. 11.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/141.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Steele's series in the natural sciences.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/392.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Farming for the Future (Project) (Series) ; no. 78-0247,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/798.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"Publication (Alberta. Alberta Forestry, Lands and Wildlife) REF:65.",1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. I/323.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Report (Alberta. Reclamation Research Technical Advisory Committee) ; RRTAC 84-4.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,AECV (Series) ; 86-R10.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; T/76.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/384.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/420.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/358.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,AECV (Series) 87-E1.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural regions report. ; no. 2.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Justice and law series; no. 100-00003,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/138.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/061.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/343.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. I/290.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/423.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/383.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/072.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,RMD report L ; 86.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Wonders of insect life.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,RMD report L ; 85.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,AECV (Series) ; 92-B1.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural history occasional paper. ; no. 17.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; ; T/89.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Rural science series,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. I/681.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/381.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; ; REF. 23.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural history occasional paper. ; no. 19.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural areas technical report. ; no. 23,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,AECV (Series) ; 93-R6.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Alberta species at risk report ; no. 118.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Report (Alberta. Reclamation Research Technical Advisory Committee) ; RRTAC 88-3.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. I/552.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/583.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; ; T/68.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural history occasional paper. ; no. 15.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/017.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; T/90.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; I/199.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Macmillan's Canadian school series,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,AECV (Series) 92-R4.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. I/010.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/054.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"Publication (Alberta. Alberta Forestry, Lands and Wildlife) ; no. Ref. 46.",1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"Museum note, no. 16",1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Agdex ; 140-638-2.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR report. ; 96.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/518.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ADRP-B (Series) v. 10.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; No. T/310.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/863.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural history occasional paper ; no. 16.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Natural history occasional paper ; no. 25.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environment) ; no. T/471.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/395.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,AECV (Series) ; 93-R2.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Agdex ; 420/10.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Environmental Protection) ; no. T/438.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,RMD report L ; 87.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/075.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,ENR technical report ; T/34.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,Publication (Alberta. Alberta Sustainable Resource Development) ; no. T/068.,1
Biodiversity_Heritage_Library,University of Alberta Libraries (archive.org),,"Publication (Alberta. Alberta Forestry, Lands and Wildlife) no. 42.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Plant Industry) ; no. 47.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 41.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 593.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 197.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 59.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,APHIS 82,4
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 55.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 50.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 38.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Report (Forest Products Laboratory (U.S.)) ; no. 1985.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Wildlife research and management leaflet ; 26.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 72.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Office of Experiment Stations) ; no. 79.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Porto Rico Agricultural Experiment Station) ; no. 22.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Division of Biological Survey) ; no. 16.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Technical series (U.S. Department of Agriculture. Division of Entomology) ; no. 8.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 603.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 114.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Division of Biological Survey) ; no. 9.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Economic library list ; no. 12.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 179.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Office of Experiment Stations) ; no. 24.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 176.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Report (Forest Products Laboratory (U.S.)) ; no. 1913.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; no. 172.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 579.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 50.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 177.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Chemistry) ; no. 57.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; Q. 48.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 428.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 202.,1
